,Operator Name,Location Name,COMAH tier,Local Authority,Country,postcode,latitude,longitude,x,y
239,Runcorn MCP Limited,Runcorn,upper,Halton UA,England,WA74JE,53.325774547209505,-2.69446626129696,218.11007432311337,265.3773678600737
240,SABIC UK Petrochemicals Limited,North Tees,upper,Stockton-on-Tees,England,TS21TT,54.597849,-1.201026,319.6308341307101,376.3575123858768
241,SABIC UK Petrochemicals Limited,Olefins Manufacturing,upper,Redcar & Cleveland,England,TS104RG,54.585439,-1.128171,324.3007863981268,375.13764342562763
242,Saltend Chemicals Park Limited,Saltend,upper,East Riding,England,HU128DS,53.7371148720965,-0.238837759530392,381.28259160155926,297.98560800315
243,Scotland Gas Networks PLC,Stornoway LPG Storage Installation,upper,Western Isles,Scotland,HS12SL,58.207762,-6.370464,24.5649685747087,730.5657415491469
244,ScottishPower Energy Management Limited,Lindholme Compressor Station,upper,Doncaster,England,DN76TE,53.549486,-0.960315,333.5517678162231,281.68237404483443
245,Sellafield Limited,Sellafield,upper,Copeland,England,CA201PG,54.419213,-3.500704,170.64064228493243,366.2908723269675
246,Shell U.K. Limited,Bacton Natural Gas Terminal,upper,North Norfolk,England,NR120JE,52.8578369821071,1.4624719865141,495.1692142427644,220.81867537079552
247,Shell U.K. Limited,Braefoot Bay - Burntisland,upper,Fife UA,Scotland,KY30XR,56.040293,-3.317607,191.03449664210788,513.4037138991871
248,Shell U.K. Limited,"Mossmorran, Fife NGL Plant - Cowdenbeath",upper,Fife UA,Scotland,KY48EL,56.1127177656762,-3.344814,189.73728868860374,520.1729969233184
249,Shell U.K. Limited,"Peterhead, St Fergus Gas Plant ",upper,Aberdeenshire UA,Scotland,AB423EP,57.57063161,-1.838158246,287.4017409540849,651.5907400798674
250,Shell U.K. Oil Products Limited,"Kingsbury, South Terminal",upper,North Warwickshire,England,B782EA,52.5728,-1.669883,284.1579823416239,195.99261130952254
251,Shell U.K. Oil Products Limited,Gatwick Fuel Farm - GASHCo/Shell,upper,Crawley,England,RH60JE,51.159367,-0.185811,384.0332906877308,70.74992543928602
252,Sherwin-Williams Protective & Marine Coatings,Bolton,upper,Bolton,England,BL22AL,53.58143971,-2.418028738,237.41434246936691,287.3770819317665
253,SI Group-UK Limited,Wolverhampton,upper,South Staffordshire,England,WV107BT,52.678741768895506,-2.12374173489077,253.85045033100087,206.3629555312441
254,SNF Oil and Gas Limited,Billingham,upper,Stockton-on-Tees,England,TS231JG,54.593938625048,-1.28580652625314,314.1629004197746,376.12170033321354
255,Solenis UK Industries Limited,Bradford,upper,Bradford,England,BD120JZ,53.75143066,-1.755988273,281.55576058621523,301.00556323417004
256,Solenis UK Industries Limited,Grimsby,upper,North East Lincolnshire,England,DN312SY,53.5803635839012,-0.09975,390.40601941440076,283.9187505506452
257,Solutia UK Limited,Newport,upper,Newport UA,Wales,NP194XF,51.566797268652095,-2.96234646036944,192.32797387820364,111.40876063579162
258,Solvay Solutions UK Limited,Oldbury,upper,Sandwell,England,B694LN,52.492773,-2.009060776,261.0009137658718,189.6698810411508
259,South Hook LNG,Milford Haven,upper,Pembrokeshire UA,Wales,SA733SU,51.719284,-5.084222,47.214207553193205,134.94194343648815
260,South Tees Site Company Limited,Redcar,upper,Redcar & Cleveland,England,TS105QW,54.609013,-1.108484,325.6104335594573,377.2491133208714
261,Spirit Energy Production UK Limited,Barrow in Furness,upper,Barrow-in-Furness,England,LA130QS,54.0981556821228,-3.18378810201571,189.5005060573753,336.16393832575204
262,Springfields Fuels Limited,Springfield Works,upper,Fylde,England,PR40XJ,53.7776946176058,-2.81512761000661,212.0911299263205,306.1353831338729
263,SSE Hornsea Limited,Aldbrough,upper,East Riding,England,HU114QA,53.821394,-0.109738,389.78802492640193,305.52011734178404
264,SSE Hornsea Limited,Hornsea Storage Installation Skipsea Road,upper,East Riding,England,YO258ER,53.946502,-0.206792626397558,383.45805651920654,316.77559234928185
265,Star Energy Weald Basin Limited,Holybourne Terminal,upper,East Hampshire,England,GU344JD,51.168228,-0.935169,331.7910078760802,72.02850682368398
266,Stepan UK Limited,Stalybridge,upper,Tameside,England,SK151PH,53.48107925137911,-2.06449935349112,260.411101567423,277.49590171268983
267,Sterling Pharma Solutions Limited,Dudley,upper,North Tyneside,England,NE237QG,55.0623670111516,-1.594402,295.4733105745197,419.18199306080896
268,Stolthaven Dagenham Limited,"Choats Road, Dagenham",upper,Barking & Dagenham,England,RM96PU,51.5177173659116,0.139540210876087,406.6463699707134,101.85498277543729
269,Storengy UK Limited,Stublach Gas Storage Site,upper,Cheshire East UA,England,CW97SE,53.23555,-2.46421,233.04076805969484,256.654826034131
270,Surfachem Limited,Elland,upper,Calderdale,England,HX59JR,53.678235,-1.824323,276.85619525442786,294.58855661166444
271,Suttons & Sons (St. Helens) Limited,St Helens,upper,St Helens,England,WA95BW,53.429671,-2.74331343039595,215.31342644119067,274.792703355492
272,Syngenta Limited,Grangemouth Works,upper,Falkirk UA,Scotland,FK38XG,56.0132976616622,-3.73904996317373,164.74409109040724,512.5306971665177
273,Synthite Limited,Mold,upper,Flintshire UA,Wales,CH71BT,53.1754706925212,-3.14951850907939,187.19241236144998,253.5466787639175
274,Tata Steel UK Limited,Port Talbot Steelworks,upper,Neath & Port Talbot UA,Wales,SA131RE,51.5892467934067,-3.79164039621654,135.23739223609886,116.73663029488534
275,Tennants Fine Chemicals Limited,Staffordshire,upper,Staffordshire Moorlands,England,ST138LD,53.110594,-2.039382,260.89671687067926,244.42914446873647
276,Thor Specialities (UK) Limited,Wincham,upper,Cheshire West and Chester UA,England,CW96GB,53.27368,-2.48250183636839,231.97167961938584,260.10158358871377
277,Tor Coatings Limited,Gateshead,upper,Gateshead,England,NE108YX,54.937391,-1.517074,300.0943354255199,407.6688038134844
278,Total E&P UK Limited,Laggan Toremore Project,upper,Shetland,Scotland,ZE29UN,60.469712586248306,-1.25736278584898,328.085409955009,926.9368335641093
279,Total Lindsey Oil Refinery Limited,Lindsey Oil Refinery,upper,North Lincolnshire,England,DN403LW,53.639927,-0.257593,380.0099053676576,289.2828185348608
280,Tradebe Fawley Limited,Hythe/Tradebe Fawley Limited,upper,New Forest,England,SO453NX,50.849824,-1.38588,299.70696658346054,45.15476754632664
281,Tradebe Solvent Recycling Limited,Hendon Dock Processing Site,upper,Sunderland,England,SR12ES,54.902346,-1.35812809132534,310.16874472410757,404.2260100171625
282,Tradebe Solvent Recycling Limited,Morecambe,upper,Lancaster,England,LA33JW,54.029396754649,-2.89472765704612,208.00940146180943,328.9820573067782
283,Tradebe Solvent Recycling Limited,Rye Harbour Road,upper,Rother,England,TN317TE,50.942008,0.747898,449.3908297455648,52.274465890985994
284,Treatt Plc,Bury St Edmunds,upper,St Edmundsbury,England,IP326NL,52.2668400079511,0.699765,444.60864864298975,167.67723132883793
285,Tronox Pigment UK Limited,Grimsby,upper,North East Lincolnshire,England,DN402PR,53.614612,-0.163724,386.19149219090474,286.99358618083625
286,Unilever UK Limited,Leeds,upper,Leeds,England,LS142AR,53.830228,-1.456811,301.3981673051922,307.52149997613833
287,Unilever UK Limited,Port Sunlight - Unilever Home & Personal Care,upper,Wirral,England,CH624ZD,53.3619441940707,-2.99764961073387,198.16841605981412,269.59920565498123
288,United Agri Products Limited,Huntingdon,upper,Huntingdon,England,PE284JH,52.390497,-0.258462057589407,379.4520087684392,178.30955714091397
289,Univar Solutions UK Limited,Cadishead,upper,Salford,England,M445AX,53.427246,-2.432346,235.88508610047515,273.64615039572345
290,Univar Solutions UK Limited,"Cargo Fleet, Middlesbrough",upper,Middlesbrough UA,England,TS38BD,54.57556490829489,-1.19895538898277,319.7219310101819,374.33570710587856
291,Univar Solutions UK Limited,"Hale Road Industrial Estate, Widnes",upper,Halton UA,England,WA88XW,53.350491624524,-2.76954577849872,213.2360319567425,267.81716266953117
292,Urenco ChemPlants Limited,Chester,upper,Cheshire West and Chester UA,England,CH16ER,53.263537,-2.952059,200.73766603103905,260.67906031622397
293,Vale Europe Limited,Clydach Refinery,upper,Neath & Port Talbot UA,Wales,SA65QR,51.6957297651508,-3.88882771278222,129.16799179299187,126.4495986003426
294,Valero Energy Limited,Pembroke Refinery,upper,Pembrokeshire UA,Wales,SA715SJ,51.686853,-5.01457,51.746316900820375,131.70032135614247
295,Valero Logistics UK Limited,"Cardiff, Roath Dock",upper,Cardiff UA,Wales,CF104US,51.467522,-3.143393,179.3581479311771,103.4470170626355
296,Valero Logistics UK Limited,Kingsbury ,upper,North Warwickshire,England,B782EF,52.56772451,-1.671691701,284.02272999461417,195.5482010664955
297,Valero Logistics UK Limited,Plymouth Terminal Site,upper,Plymouth UA,England,PL40RY,50.365998447994706,-4.1147340461843,105.3873343919152,12.876664666812303
298,Valero Logistics UK Limited,Trafford Park,upper,Trafford,England,M171BS,53.4728172107456,-2.31113931019243,244.07287806514213,277.3812566453462
299,Valero Pembrokeshire Oil Terminal Limited,Waterston Refinery,upper,Pembrokeshire UA,Wales,SA731DR,51.711064,-4.987877,53.76311648513649,133.6446027284369
300,Venator Materials UK Limited,Hartlepool - Greatham Site,upper,Hartlepool,England,TS252DD,54.631763773066304,-1.20349045265351,319.53669303415194,379.43469920354573
301,Veolia ES (UK) Limited,Sheffield,upper,North East Derbyshire,England,S212DR,53.327928,-1.30262406190673,310.4920397818874,262.34582450151265
302,Versalis UK Limited,Grangemouth,upper,Falkirk UA,Scotland,FK39XE,56.0038069972419,-3.67554733034164,168.62693667894547,511.4022906011405
303,Vertellus Specialities UK Limited,Middlesbrough,upper,Stockton-on-Tees,England,TS21UB,54.610588,-1.180091,321.0028840988973,377.48394639077014
304,Vertellus Specialties UK Limited,Widnes,upper,Knowsley,England,WA88NS,53.35660047330649,-2.79746689596892,211.41157332753954,268.45151457695874
305,Vertellus Specialties UK Limited,Workington,upper,Allerdale,England,CA141JJ,54.6526021603994,-3.55534659742617,168.42280044463126,387.60484241033464
306,Victrex Manufacturing Limited,Victrex DFDPM,upper,Rotherham,England,S614QH,53.4405544552326,-1.36350143669881,306.6894943085696,272.4890529244117
307,Vita Cellular Foams (UK) Limited,Manchester,upper,Rochdale,England,M242DB,53.551710148685906,-2.17891021889241,253.08571912093112,284.0862840052014
308,Vivergo Fuels Limited,Saltend Hull,upper,East Riding,England,HU128DS,53.7371148720965,-0.238837759530392,381.28259160155926,297.98560800315
309,Vopak Services UK Limited,Thames Oil Port,upper,Thurrock UA,England,SS179LL,51.5129928498092,0.512382997384604,432.4479028267536,101.59054272799312
310,Vynova Runcorn Limited,Runcorn,upper,Halton UA,England,WA74JE,53.325774547209505,-2.69446626129696,218.11007432311337,265.3773678600737
311,W H Bowker Limited,Droitwich,upper,Wychavon,England,WR90NS,52.3300250602222,-2.17796890284665,249.0281070955541,175.75792919763353
312,W H Bowker Limited,Knowsley Industrial Park,upper,Knowsley,England,L337SG,53.478018,-2.857799,207.9530387303028,279.47682987606004
313,W H Bowker Limited,Ripon,upper,Harrogate,England,HG45HP,54.1761269001374,-1.48043355825167,300.65239152492273,338.66862683224326
314,Warehouse One Distribution Limited,Winsford,upper,Cheshire West and Chester UA,England,CW73BE,53.209157,-2.50642605997607,230.13100296707816,254.42826283431395
315,Warwick International Limited,Mostyn Docks,upper,Flintshire UA,Wales,CH89HE,53.3189958947312,-3.26901194548399,179.97024907843164,266.7586749010993
316,Warwickshire Oil Storage Limited,Kingsbury,upper,North Warwickshire,England,B782EF,52.56772451,-1.671691701,284.02272999461417,195.5482010664955
317,Whyte and MacKay Limited,Invergordon Distilery,upper,Highland UA,Scotland,IV180HP,57.6941119733828,-4.15646999486292,150.20144368175764,670.3852682444699
318,William Blythe Limited,"Holland Bank, Church",upper,Hyndburn,England,BB54PD,53.752697,-2.393194164,239.69291476889734,302.6356463170864
319,William Grant & Sons Distillers Limited,Dufftown,upper,Moray UA,Scotland,AB554DH,57.454871,-3.127942,209.97416820370913,644.0811709337531
320,William Grant & Sons Distillers Limited,Girvan,upper,South Ayrshire UA,Scotland,KA269PT,55.260701069450896,-4.83340271101049,91.09201566655014,448.7806500048041
321,Wood Group PSN Limited,Seal Sands Terminal - Central Area Transmission System (CATS),upper,Stockton-on-Tees,England,TS21UB,54.610588,-1.180091,321.0028840988973,377.48394639077014
322,Wood Group UK Limited,St Fergus Gas Terminal,upper,Aberdeenshire UA,Scotland,AB423EP,57.57063161,-1.838158246,287.4017409540849,651.5907400798674
323,XPO Supply Chain UK Limited,Alfreton,upper,Bolsover,England,DE552DT,53.1102881670373,-1.323901,308.63159254170273,243.00050494697552
324,XPO Supply Chain UK Limited,Trafford,upper,Trafford,England,M171PY,53.462356,-2.317825,243.59295451053063,276.4652090574855
325,Yara UK Limited,Pocklington,upper,East Riding,England,YO421NR,53.9239991563034,-0.800226159214417,344.5955851446806,315.09440895405487
326,A E M Limited,Ramsgate,lower,Thanet,England,CT125HE,51.346058,1.38693646381421,493.3100151570072,88.08505006508994
327,Abbey Metal Finishing Co Limited,Hinckley,lower,Hinckley & Bosworth,England,LE103BZ,52.537286,-1.411536,301.5332659948118,192.38890172532228
328,Aceo Limited,Royal Brackla,lower,Highland UA,Scotland,IV125QY,57.53748,-3.905474,164.07868589573687,654.6629413179885
329,ADI Treatments Limited,Doranda Way,lower,Sandwell,England,B714LE,52.508862,-1.97152,263.5898067158451,191.00010755293715
330,Adient Seating UK Limited,Walsall,lower,Sandwell,England,WS107DD,52.5515692207837,-2.03564682902523,259.38639475510286,194.91848331847132
331,Aesica Pharmaceuticals Limited,Cramlington/Head Office,lower,Northumberland UA,England,NE233JL,55.099660476351104,-1.62594749560062,293.561779078669,422.6373252436415
332,A-Gas (UK) Limited,Portbury West,lower,North Somerset,England,BS207XH,51.481195,-2.720989,208.63607394112876,103.13834922513388
333,AGC Chemicals Europe Limited,Hillhouse,lower,Wyre,England,FY54QD,53.883097,-3.000861,200.39812863284243,316.20296153075515
334,Agrii (UK) Limited,Micheldever,lower,Winchester,England,SO213BG,51.17789,-1.240178,310.5467737654176,73.26896980865604
335,Agrii (UK) Limited,Cirencester,lower,Gloucester,England,GL544NW,51.780654,-1.91948979956003,264.9676091977808,126.98349846040446
336,Air Liquide UK Limited,Coleshill,lower,North Warwickshire,England,B461JY,52.51584626,-1.706914409,281.50677544911207,191.04131557593428
337,Air Liquide UK Limited,Goole,lower,Selby,England,DN140LR,53.7043276448644,-1.15135974687144,321.21128802989836,295.7752792295778
338,Air Liquide UK Limited,Irlam,lower,Salford,England,M445BA,53.435903841705695,-2.42162579922433,236.62738255271032,274.3885779623897
339,Air Liquide UK Limited,Stoke-on-Trent,lower,Stoke-on-Trent,England,ST65PD,53.06825514311431,-2.21528183336145,249.01847884939696,241.10349561117437
340,Air Products (BR) Limited,"Carrington, Manchester",lower,Trafford,England,M314TG,53.4317011062788,-2.40755659709245,237.5427492904072,273.9743063884798
341,Air Products (BR) Limited,"Didcot, Hawksworth",lower,South Oxfordshire,England,OX117PL,51.619824275440095,-1.25386801732922,310.4330559275693,111.68441577199383
342,Air Products (BR) Limited,Ellesmere Port,lower,Cheshire West and Chester UA,England,CH24RA,53.2688385652733,-2.87354694676939,205.9764095894709,260.88555893934017
343,Air Products (BR) Limited,Hull,lower,East Riding,England,HU128PP,53.740829468879696,-0.236529243833719,381.43579811293745,298.3180256550663
344,Air Products (BR) Limited,Llanwern,lower,Newport UA,Wales,NP194QX,51.57039909912471,-2.90170602894758,196.52977312447388,111.50770009577991
345,Air Products (BR) Limited,Middlesbrough,lower,Stockton-on-Tees,England,TS21SD,54.5849850600734,-1.20878194751321,319.1067392396103,375.20243903415667
346,Air Products Public Limited Company,Aberdeen,lower,Aberdeenshire UA,Scotland,AB326TQ,57.14863594,-2.285353979,259.1774457674236,613.0683802258395
347,Air Products Public Limited Company,Bardon Hill,lower,NW Leicestershire,England,LE671TU,52.7041646302989,-1.33033834750157,307.3657326516165,206.998811460664
348,Air Products Public Limited Company,Stoke-on-Trent,lower,Stoke-on-Trent,England,ST15HB,53.034866365471295,-2.19640020553444,250.16536791925523,238.09004558541938
349,Airedale Chemical Co Limited,Keighley,lower,Craven,England,BD207BX,53.904131,-1.984637,267.0051747115896,315.19462889324313
350,AKW Global Warehousing Limited,Trafford,lower,Trafford,England,M171WF,53.4659245401699,-2.30357237467681,244.54852585031782,276.74573555864026
351,Akzo Nobel Packaging Coatings Limited,Birmingham,lower,Birmingham,England,B94TQ,52.48236374,-1.855784803,271.3424141596214,188.40231848582607
352,Alloga UK Limited,Amber Park Building 1,lower,Bolsover,England,DE552FT,53.105447,-1.328755,308.297702458648,242.57759490567605
353,Angus Dundee Distillers plc,Tomintoul Distillery,lower,Moray UA,Scotland,AB379AQ,57.31248902,-3.412121529,192.20888408674708,631.7390786073229
354,Argent Energy Holdings Limited,Cheshire,lower,Cheshire West and Chester UA,England,CH654LB,53.279027432021294,-2.87418969318615,205.97925291182628,261.79462350077483
355,ASCO UK Limited,Aberdeen - Sinclair,lower,Aberdeen City UA,Scotland,AB119PL,57.13854634,-2.086907386,271.10450255541963,611.6699520280545
356,ASCO UK Limited,Aberdeen - South Esplanade Terminal,lower,Aberdeen City UA,Scotland,AB119PS,57.13923633,-2.075723103,271.78120006324866,611.709848926022
357,ASCO UK Limited,Great Yarmouth,lower,Great Yarmouth,England,NR303LX,52.5918206300662,1.72743210128404,513.6609766246817,197.78692049320443
358,ASCO UK Limited,Peterhead North Base Ship Street,lower,Aberdeenshire UA,Scotland,AB421DP,57.50438,-1.775973,290.9153263895837,645.2610740033415
359,ASCO UK Limited,North Base Fuel Terminal Castle Street,lower,Aberdeenshire UA,Scotland,AB421DP,57.50438,-1.775973,290.9153263895837,645.2610740033415
360,ASCO UK Limited,Peterhead South Base,lower,Aberdeenshire UA,Scotland,AB422PF,57.49196828,-1.787125973,290.21309473646124,644.1183952530546
361,Associated British Ports,ABP Bulk Park      ,lower,North East Lincolnshire,England,DN402QW,53.628512,-0.188028,384.5924347237734,288.2428970805563
362,Associated British Ports,Cliff Quay Ipswich,lower,Ipswich,England,IP30BE,52.043746,1.163577,476.5644160099781,148.60503989475546
363,Associated British Ports,Estuary Road Kings Lynn,lower,W Norfolk & Kings Lynn,England,PE302HJ,52.76681625788049,0.394061653942811,423.50321312366253,211.5937538893195
364,AstraZeneca UK Limited,Hurdsfield Manufacturing Site,lower,Cheshire East UA,England,SK102NA,53.275492,-2.11399,256.46164831866537,259.2803374699224
365,Augean Treatment Limited,Avonmouth,lower,Bristol UA,England,BS110YA,51.521315,-2.683486,211.39369392842767,106.50346734095865
366,Avanti Gas Limited,Cibyn Industrial Estate,lower,Gwynedd UA,Wales,LL552BD,53.14026,-4.249538,113.80168026254285,255.1523011765289
367,Avanti Gas Limited,Cowdenbeath,lower,Fife UA,Scotland,KY48EP,56.091597254270894,-3.31366916812619,191.5522698118419,518.1147930640741
368,Avanti Gas Limited,Horam,lower,Wealden,England,TN210JJ,50.9256161344281,0.23527714010884,413.48147458306187,50.55115261417177
369,Avanti Gas Limited,St Austell,lower,Cornwall UA,England,PL268XG,50.369176,-4.806021,56.52653837565987,16.96103381068133
370,Avanti Gas Limited,Stanton,lower,St Edmundsbury,England,IP312UD,52.3199965090856,0.920789272019575,459.5726025569146,172.56562051677656
371,Avanti Gas Limited,Wednesbury,lower,Sandwell,England,WS100AW,52.5459723193359,-2.01961317874807,260.45236765095143,194.3863710897881
372,Avocado Research Chemicals Limited,Port of Heysham,lower,Lancaster,England,LA32XY,54.0385560077604,-2.90665167411459,207.27341079029162,329.84471566325783
373,AWE Plc,Aldermaston,lower,West Berkshire UA,England,RG74PR,51.3633574332198,-1.14120843297434,317.7647348071812,89.21064207148584
374,BAE Systems Marine Limited,Barrow-in-Furness,lower,Barrow-in-Furness,England,LA141AF,54.104296,-3.232886,186.33530939804254,336.895312969471
375,Barony Universal Products Plc,Irvine - Riverside Way,lower,North Ayrshire UA,Scotland,KA115DJ,55.603659,-4.638882,105.91516607624129,479.0626627202432
376,Barony Universal Products Plc,Irvine - Arkwright Way,lower,North Ayrshire UA,Scotland,KA114JU,55.615995,-4.641236,105.85937528271523,480.2028544597747
377,BASF Plc ,Bradford / Dealburn Road,lower,Bradford,England,BD120RG,53.74835836,-1.756628,281.50527408898836,300.7314812158834
378,Bawtry Carbon International Limited,High Street,lower,Doncaster,England,DN106QT,53.443729,-1.008532,330.20044881091894,272.2859123583735
379,Beam Suntory UK Limited,Ardmore Distillery,lower,Aberdeenshire UA,Scotland,AB544NH,57.35043902,-2.743875412,232.4500569706557,633.132562214656
380,Beam Suntory UK Limited,Laphroaig Distillery,lower,Argyll & Bute UA,Scotland,PA427DU,55.629823030374,-6.15356929101998,11.450968120647133,490.397346543426
381,Beam Suntory UK Limited,Linlithgow Bond,lower,West Lothian UA,Scotland,EH496AA,55.9764096519567,-3.58719637393699,173.95097346465988,508.53400016232945
382,Beam Suntory UK Limited,Righead Industrial Estate,lower,North Lanarkshire UA,Scotland,G716BH,55.8357379580337,-4.09313288392176,141.61912673219925,497.7217940727519
383,Becker Industrial Coatings Limited,"Goodlass Road, Speke",lower,Liverpool,England,L249HJ,53.3546033549336,-2.86974118969892,206.61204997692326,268.5106755154311
384,Belzona Polymerics Limited,Harrogate,lower,Harrogate,England,HG14DS,54.003101,-1.522394,297.5084646901186,323.16285258475955
385,Ben Nevis Distillery (Fort William) Limited,Ben Nevis Distillery,lower,Highland UA,Scotland,PH336JT,56.8080288724596,-5.11732332077894,85.89716592154457,592.4655455342827
386,BenRiach Distillery Company Limited (The),Glendronach Distillery,lower,Aberdeenshire UA,Scotland,AB546DA,57.49282967,-2.649142761,238.74339451602742,646.192809656935
387,BenRiach Distillery Company Limited (The),Glenglassaugh Distillery,lower,Aberdeenshire UA,Scotland,AB452SQ,57.677604,-2.737292489,234.30999729373562,663.7652176148813
388,BenRiach Distillery Company Limited (The),Benriach Distillery,lower,Moray UA,Scotland,IV308SJ,57.608633,-3.281876,201.6062261791104,658.9973295278837
389,Biodeg Chemical Company Limted,Liverpool,lower,Liverpool,England,L249HW,53.354144,-2.861393,207.16336309788417,268.44204605334835
390,BIP Organics Limited,Middlewich,lower,Cheshire East UA,England,CW100QF,53.186471,-2.43779,234.61159601542718,252.21309828083804
391,Bitrez Limited,Standish,lower,Wigan,England,WN60XQ,53.5939595758453,-2.649498,222.20083247553052,289.1717465424081
392,Blagden Specialty Chemicals Limited,Liverpool,lower,Liverpool,England,L249GQ,53.3560382990364,-2.872296,206.44912062464866,268.647029562781
393,BOC Limited,Brislington,lower,Bristol UA,England,BS43QH,51.448114,-2.557933,219.7871449005788,99.74386956553508
394,BOC Limited,Cambuslang Bogleshole Road,lower,South Lanarkshire UA,Scotland,G727DD,55.826282185150895,-4.18756,135.67463697058338,497.2798917268183
395,BOC Limited,Crawley,lower,Crawley,England,RH109NH,51.1343429761918,-0.168810961516975,385.2124255378206,68.57934168367365
396,BOC Limited,Hardley - Charleston Road,lower,New Forest,England,SO453NX,50.849824,-1.38588,299.70696658346054,45.15476754632664
397,BOC Limited,Motherwell,lower,North Lanarkshire UA,Scotland,ML15LF,55.8025318215852,-3.9521353486473,150.19127566968214,494.05685948844257
398,BOC Limited,Rotherham,lower,Rotherham,England,S605NT,53.4102244111717,-1.38539127944917,305.1745775819077,269.8161907921317
399,BOC Limited,Thame,lower,South Oxfordshire,England,OX93NX,51.7382749635232,-0.956858,331.10685470550237,121.62080415266564
400,BOC Limited,Wolverhampton,lower,Wolverhampton,England,WV12EP,52.5827265985621,-2.11045360397306,254.43319922765846,197.850653036724
401,Boughey Distribution Limited,Wardle,lower,Cheshire East UA,England,CW56BP,53.1151886897166,-2.59673295028167,223.74418135223647,246.3420352290923
402,BP International Limited,Prestwick Airport,lower,South Ayrshire UA,Scotland,KA92PL,55.5092734599338,-4.61051117587528,106.99577251885569,470.2917622216123
403,Brenntag UK Limited,Cambuslang,lower,South Lanarkshire UA,Scotland,G727NA,55.823297,-4.160362,137.34895785725024,496.882352262372
404,Brenntag UK Limited,Cleckheaton,lower,Bradford,England,BD194JW,53.7217162,-1.683010087,286.2735535843978,298.19862234020775
405,Brenntag UK Limited,Greenwich,lower,Greenwich,England,SE100QE,51.495339552271,0.003313124306728,397.22045551596347,99.89569216132804
406,Brenntag UK Limited,Portishead,lower,North Somerset,England,BS206QG,51.476013592668494,-2.761053,205.84314156952414,102.8207856496656
407,Brenntag UK Limited,Scunthorpe,lower,North Lincolnshire,England,DN158TZ,53.602761,-0.714047,349.8788828732236,286.2109429045099
408,Brenntag UK Limited,Sunderland,lower,Sandwell,England,NE388LE,54.9020133416996,-1.48686948659827,301.9395529177872,404.40008710788015
409,British Pipeline Agency Limited,North Walsham,lower,North Norfolk,England,NR289JR,52.816656,1.387079,490.19731162467724,217.04468366571746
410,British Sugar Plc,Wissington Sugar Factory,lower,W Norfolk & Kings Lynn,England,PE339QG,52.551453,0.4487,427.32826085948346,192.58229586116386
411,Broxburn Bottlers Limited,Broxburn - Drovers Road,lower,West Lothian UA,Scotland,EH525NN,55.9376560720602,-3.45220140816952,182.11914817538283,504.4541670842341
412,Bruichladdich Distillery Company Limited,Bruichladdich Distillery,lower,Argyll & Bute UA,Scotland,PA497UN,55.76839894691631,-6.35967534977941,0.0,504.4581828740984
413,Budget Gas Limited,Telford,lower,The Wrekin UA,England,TF74NX,52.642673,-2.426869,233.2960408088611,203.98841856064064
414,Caldic (UK) Limited,Holmewood Industrial Estate,lower,North East Derbyshire,England,S425UG,53.1898,-1.346356,307.2994125549431,250.10836995562568
415,Caligen Foam Limited,Accrington,lower,Hyndburn,England,BB52BS,53.74735,-2.355351,242.15912587492164,302.0534995627427
416,Calor Gas Limited,Blackpool,lower,Blackpool UA,England,FY43RN,53.7804314334322,-3.02740231120756,198.17423589724095,307.0913886153944
417,Calor Gas Limited,Brecon,lower,Powys UA,Wales,LD30SD,52.027520331268896,-3.213275,177.26581147565125,152.53754288364735
418,Calor Gas Limited,Cranbrook (Old Station Yard),lower,Tunbridge Wells,England,TN172SR,51.08311,0.502151,432.06680471329014,64.28161909192431
419,Calor Gas Limited,"Derby Road, Liverpool",lower,Liverpool,England,L208PF,53.432434144421,-2.99458890069257,198.6999592356578,275.8723516326859
420,Calor Gas Limited,Edmonton Calor Centre,lower,Enfield,England,N183PE,51.617737988814305,-0.047378033911702,393.72004587331645,110.5567549440093
421,Calor Gas Limited,Elland,lower,Calderdale,England,HX59JU,53.6832928361714,-1.817565,277.31544449522704,295.02733189804394
422,Calor Gas Limited,Hardley - Cadland Road,lower,New Forest,England,SO453NY,50.843972665814896,-1.38155341704536,299.99845449704117,44.6430341677642
423,Calor Gas Limited,Newbury,lower,West Berkshire UA,England,RG142AE,51.40436,-1.31426402709575,305.8343343364892,93.02950732517684
424,Calor Gas Limited,Norwich,lower,Norwich,England,NR46EQ,52.601777,1.288215,483.98255775629013,197.88546374971156
425,Calor Gas Limited,Poole,lower,Poole UA,England,BH153SS,50.73125096,-1.988981006,257.0311544085405,36.19164681842494
426,Calor Gas Limited,Reading,lower,West Berkshire UA,England,RG72AB,51.372049884153,-1.03347052219745,325.25701209186457,89.82361842744649
427,Calor Gas Limited,Sittingbourne,lower,Swale,England,ME103SR,51.3422150626449,0.746660788226105,448.8525772483232,86.9234466799403
428,Calor Gas Limited,Smethwick,lower,Sandwell,England,B662JE,52.501963,-1.9608,264.2940572969799,190.3669202057058
429,Calor Gas Limited,Stalbridge,lower,North Dorset,England,DT102RY,50.975940699563296,-2.353029,232.29356947252577,58.245432329068535
430,Calor Gas Limited,Stoke on Trent,lower,Stoke-on-Trent,England,ST62DZ,53.046175,-2.179999,251.2994514873085,239.05223499525528
431,Calor Gas Limited,Uxbridge Calor Depot,lower,Hillingdon,England,UB82JG,51.531103,-0.485384724220802,363.4158736974019,103.15068354910409
